num_pokedex,nombre,tipo1,tipo2,habilidad1,habilidad2,hab_oculta,peso,altura,ps,ataque,defensa,spatk,spdef,velocidad
0608,Lampent,Tipo fantasma,Tipo fuego,Absorbe fuego,Cuerpo llama,Sombra trampa1 Allanamiento2,"13,0 kg","0,6 m",60,40,60,95,60,55
0609,Chandelure,Tipo fantasma,Tipo fuego,Absorbe fuego,Cuerpo llama,Sombra trampa1 Allanamiento2,"34,3 kg","1,0 m",60,55,90,145,90,80
0610,Axew,Tipo dragón,,Rivalidad,Rompemoldes,Nerviosismo,"18,0 kg","0,6 m",46,87,60,30,40,57
0611,Fraxure,Tipo dragón,,Rivalidad,Rompemoldes,Nerviosismo,"36,0 kg","1,0 m",66,117,70,40,50,67
0612,Haxorus,Tipo dragón,,Rivalidad,Rompemoldes,Nerviosismo,"105,5 kg","1,8 m",76,147,90,60,70,97
0613,Cubchoo,Tipo hielo,,Manto níveo,Quitanieves,Cobardía,"8,5 kg","0,5 m",55,70,40,60,40,40
0614,Beartic,Tipo hielo,,Manto níveo,Quitanieves,Nado rápido,"260,0 kg","2,6 m",95,130,80,70,80,50
0615,Cryogonal,Tipo hielo,,Levitación,,,"148,0 kg","1,1 m",80,50,50,95,135,105
0616,Shelmet,Tipo bicho,,Hidratación,Caparazón,Funda,"7,7 kg","0,4 m",50,40,85,40,65,25
0617,Accelgor,Tipo bicho,,Hidratación,Viscosidad,Liviano,"25,3 kg","0,8 m",80,70,40,100,60,145
0618,Stunfisk,Tipo tierra,Tipo eléctrico,Electricidad estática,Flexibilidad,Velo arena,"11,0 kg","0,7 m",109,66,84,81,99,32
0618,Stunfisk de Galar,Tipo tierra,Tipo acero,Mimetismo,,,"20,5 kg","0,7 m",109,81,99,66,84,32
0619,Mienfoo,Tipo lucha,,Fuerza mental,Regeneración,Audaz,"20,0 kg","0,9 m",45,85,50,55,50,65
0620,Mienshao,Tipo lucha,,Fuerza mental,Regeneración,Audaz,"35,5 kg","1,4 m",65,125,60,95,60,105
0621,Druddigon,Tipo dragón,,Piel tosca,Potencia bruta,Rompemoldes,"139,0 kg","1,6 m",77,120,90,60,90,48
0622,Golett,Tipo tierra,Tipo fantasma,Puño férreo,Zoquete,Indefenso,"92,0 kg","1,0 m",59,74,50,35,50,35
0623,Golurk,Tipo tierra,Tipo fantasma,Puño férreo,Zoquete,Indefenso,"330,0 kg","2,8 m",89,124,80,55,80,55
0624,Pawniard,Tipo siniestro,Tipo acero,Competitivo,Fuerza mental,Presión,"10,2 kg","0,5 m",45,85,70,40,40,60
0625,Bisharp,Tipo siniestro,Tipo acero,Competitivo,Fuerza mental,Presión,"70,0 kg","1,6 m",65,125,100,60,70,70
0626,Bouffalant,Tipo normal,,Audaz,Herbívoro,Insonorizar,"94,6 kg","1,6 m",95,110,95,40,95,55
0627,Rufflet,Tipo normal,Tipo volador,Vista lince,Potencia bruta,Entusiasmo,"10,5 kg","0,5 m",70,83,50,37,50,60
0628,Braviary,Tipo normal,Tipo volador,Vista lince,Potencia bruta,Competitivo,"41,0 kg","1,5 m",100,123,75,57,75,80
0628,Braviary de Hisui,Tipo psíquico,Tipo volador,Vista lince,Potencia bruta,Cromolente1,"43,4 kg","1,7 m",110,83,70,112,70,65
0629,Vullaby,Tipo siniestro,Tipo volador,Sacapecho,Funda,Armadura frágil,"9,0 kg","0,5 m",70,55,75,45,65,60
0630,Mandibuzz,Tipo siniestro,Tipo volador,Sacapecho,Funda,Armadura frágil,"39,5 kg","1,2 m",110,65,105,55,95,80
0631,Heatmor,Tipo fuego,,Gula,Absorbe fuego,Humo blanco,"58,0 kg","1,4 m",85,97,66,105,66,65
0632,Durant,Tipo bicho,Tipo acero,Enjambre,Entusiasmo,Pereza,"33,0 kg","0,3 m",58,109,112,48,48,109
0633,Deino,Tipo siniestro,Tipo dragón,Entusiasmo,,,"17,3 kg","0,8 m",52,65,50,45,50,38
0634,Zweilous,Tipo siniestro,Tipo dragón,Entusiasmo,,,"50,0 kg","1,4 m",72,85,70,65,70,58
0635,Hydreigon,Tipo siniestro,Tipo dragón,Levitación,,,"160,0 kg","1,8 m",92,105,90,125,90,98
0636,Larvesta,Tipo bicho,Tipo fuego,Cuerpo llama,,Enjambre,"28,8 kg","1,1 m",55,85,55,50,55,60
0637,Volcarona,Tipo bicho,Tipo fuego,Cuerpo llama,,Enjambre,"46,0 kg","1,6 m",85,60,65,135,105,100
0638,Cobalion,Tipo acero,Tipo lucha,Justiciero,,,"250,0 kg","2,1 m",91,90,129,90,72,108
0639,Terrakion,Tipo roca,Tipo lucha,Justiciero,,,"260,0 kg","1,9 m",91,129,90,72,90,108
0640,Virizion,Tipo planta,Tipo lucha,Justiciero,,,"200,0 kg","2,0 m",91,90,72,90,129,108
0641,Tornadus,Tipo volador,,Bromista,,CompetitivoFA,"63,0 kg","1,5 mFA1,4 mFT",79,115,70,125,80,111
0642,Thundurus,Tipo eléctrico,Tipo volador,Bromista,,CompetitivoFA,"61,0 kg","1,5 mFA3,0 mFT",79,115,70,125,80,111
0643,Reshiram,Tipo dragón,Tipo fuego,Turbollama,,,"330,0 kg","3,2 m",100,120,100,150,120,90
0644,Zekrom,Tipo dragón,Tipo eléctrico,Terravoltaje,,,"345,0 kg","2,9 m",100,150,120,120,100,90
0645,Landorus,Tipo tierra,Tipo volador,Poder arena,,Potencia brutaFA,"68,0 kg","1,5 mFA1,3 mFT",89,125,90,115,80,101
0646,Kyurem,Tipo dragón,Tipo hielo,Presión,,,"325,0 kg","3,0 mK3,3 mKn3,6 mKb",125,130,90,130,90,95
0647,Keldeo,Tipo agua,Tipo lucha,Justiciero,,,"48,5 kg","1,4 m",91,72,90,129,90,108
0648,Meloetta,Tipo normal,Tipo psíquico,Dicha,,,"6,5 kg","0,6 m",100,77,77,128,128,90
0649,Genesect,Tipo bicho,Tipo acero,Descarga,,,"82,5 kg","1,5 m",71,120,95,120,95,99
0650,Chespin,Tipo planta,,Espesura,,Antibalas,"9,0 kg","0,4 m",56,61,65,48,45,38
0651,Quilladin,Tipo planta,,Espesura,,Antibalas,"29,0 kg","0,7 m",61,78,95,56,58,57
0652,Chesnaught,Tipo planta,Tipo lucha,Espesura,,Antibalas,"90,0 kg","1,6 m",88,107,122,74,75,64
0653,Fennekin,Tipo fuego,,Mar llamas,,Prestidigitador,"9,4 kg","0,4 m",40,45,40,62,60,60
0654,Braixen,Tipo fuego,,Mar llamas,,Prestidigitador,"14,5 kg","1,0 m",59,59,58,90,70,73
0655,Delphox,Tipo fuego,Tipo psíquico,Mar llamas,,Prestidigitador,"39,0 kg","1,5 m",75,69,72,114,100,104
0656,Froakie,Tipo agua,,Torrente,,Mutatipo,"7,0 kg","0,3 m",41,56,40,62,44,71
0657,Frogadier,Tipo agua,,Torrente,,Mutatipo,"10,9 kg","0,6 m",54,63,52,83,56,97
0658,Greninja,Tipo agua,Tipo siniestro,Torrente,Fuerte afecto,Mutatipo,"40,0 kg","1,5 m",72,95,67,103,71,122
0659,Bunnelby,Tipo normal,,Recogida,Carrillo,Potencia,"5,0 kg","0,4 m",38,36,38,32,36,57
0660,Diggersby,Tipo normal,Tipo tierra,Recogida,Carrillo,Potencia,"42,4 kg","1,0 m",85,56,77,50,77,78
0661,Fletchling,Tipo normal,Tipo volador,Sacapecho,,Alas vendaval,"1,7 kg","0,3 m",45,50,43,40,38,62
0662,Fletchinder,Tipo fuego,Tipo volador,Cuerpo llama,,Alas vendaval,"16,0 kg","0,7 m",62,73,55,56,52,84
0663,Talonflame,Tipo fuego,Tipo volador,Cuerpo llama,,Alas vendaval,"24,5 kg","1,2 m",78,81,71,74,69,126
0664,Scatterbug,Tipo bicho,,Polvo escudo,Ojo compuesto,Compiescolta,"2,5 kg","0,3 m",38,35,40,27,25,35
0665,Spewpa,Tipo bicho,,Mudar,,Compiescolta,"8,4 kg","0,3 m",45,22,60,27,30,29
0666,Vivillon,Tipo bicho,Tipo volador,Polvo escudo,Ojo compuesto,Compiescolta,"17,0 kg","1,2 m",80,52,50,90,50,89
0667,Litleo,Tipo fuego,Tipo normal,Rivalidad,Nerviosismo,Autoestima,"13,5 kg","0,6 m",62,50,58,73,54,72
0668,Pyroar,Tipo fuego,Tipo normal,Rivalidad,Nerviosismo,Autoestima,"81,5 kg","1,5 m",86,68,72,109,66,106
0669,Flabébé,Tipo hada,,Velo flor,,Simbiosis,"0,1 kg","0,1 m",44,38,39,61,79,42
0670,Floette,Tipo hada,,Velo flor,,Simbiosis,"0,9 kg","0,2 m",54,45,47,75,98,52
0671,Florges,Tipo hada,,Velo flor,,Simbiosis,"10,0 kg","1,1 m",78,65,68,112,154,75
0672,Skiddo,Tipo planta,,Herbívoro,,Manto frondoso,"31,0 kg","0,9 m",66,65,48,62,57,52
0673,Gogoat,Tipo planta,,Herbívoro,,Manto frondoso,"91,0 kg","1,7 m",123,100,62,97,81,68
0674,Pancham,Tipo lucha,,Puño férreo,Rompemoldes,Intrépido,"8,0 kg","0,6 m",67,82,62,46,48,43
0675,Pangoro,Tipo lucha,Tipo siniestro,Puño férreo,Rompemoldes,Intrépido,"136,0 kg","2,1 m",95,124,78,69,71,58
0676,Furfrou,Tipo normal,,Pelaje recio,,,"28,0 kg","1,2 m",75,80,60,65,90,102
0677,Espurr,Tipo psíquico,,Vista lince,Allanamiento,Ritmo propio,"3,5 kg","0,3 m",62,48,54,63,60,68
0678,Meowstic,Tipo psíquico,,Vista lince,Allanamiento,BromistaM TenacidadH,"8,5 kg","0,6 m",74,48,76,83,81,104
0679,Honedge,Tipo acero,Tipo fantasma,Indefenso,,,"2,0 kg","0,8 m",45,80,100,35,37,28
0680,Doublade,Tipo acero,Tipo fantasma,Indefenso,,,"4,5 kg","0,8 m",59,110,150,45,49,35
0681,Aegislash,Tipo acero,Tipo fantasma,Cambio táctico,,,"53,0 kg","1,7 m",60,50,140,50,140,60
0682,Spritzee,Tipo hada,,Alma cura,,Velo aroma,"0,5 kg","0,2 m",78,52,60,63,65,23
0683,Aromatisse,Tipo hada,,Alma cura,,Velo aroma,"15,5 kg","0,8 m",101,72,72,99,89,29
0684,Swirlix,Tipo hada,,Velo dulce,,Liviano,"3,5 kg","0,4 m",62,48,66,59,57,49
0685,Slurpuff,Tipo hada,,Velo dulce,,Liviano,"5,0 kg","0,8 m",82,80,86,85,75,72
0686,Inkay,Tipo siniestro,Tipo psíquico,Respondón,Ventosas,Allanamiento,"3,5 kg","0,4 m",53,54,53,37,46,45
0687,Malamar,Tipo siniestro,Tipo psíquico,Respondón,Ventosas,Allanamiento,"47,0 kg","1,5 m",86,92,88,68,75,73
0688,Binacle,Tipo roca,Tipo agua,Garra dura,Francotirador,Hurto,"31,0 kg","0,5 m",42,52,67,39,56,50
0689,Barbaracle,Tipo roca,Tipo agua,Garra dura,Francotirador,Hurto,"96,0 kg","1,3 m",72,105,115,54,86,68
0690,Skrelp,Tipo veneno,Tipo agua,Punto tóxico,Toque tóxico,Adaptable,"7,3 kg","0,5 m",50,60,60,60,60,30
0691,Dragalge,Tipo veneno,Tipo dragón,Punto tóxico,Toque tóxico,Adaptable,"81,5 kg","1,8 m",65,75,90,97,123,44
0692,Clauncher,Tipo agua,,Megadisparador,,,"8,3 kg","0,5 m",50,53,62,58,63,44
0693,Clawitzer,Tipo agua,,Megadisparador,,,"35,3 kg","1,3 m",71,73,88,120,89,59
0694,Helioptile,Tipo eléctrico,Tipo normal,Piel seca,Velo arena,Poder solar,"6,0 kg","0,5 m",44,38,33,61,43,70
0695,Heliolisk,Tipo eléctrico,Tipo normal,Piel seca,Velo arena,Poder solar,"21,0 kg","1,0 m",62,55,52,109,94,109
0696,Tyrunt,Tipo roca,Tipo dragón,Mandíbula fuerte,,Robustez,"26,0 kg","0,8 m",58,89,77,45,45,48
0697,Tyrantrum,Tipo roca,Tipo dragón,Mandíbula fuerte,,Cabeza roca,"270,0 kg","2,5 m",82,121,119,69,59,71
0698,Amaura,Tipo roca,Tipo hielo,Piel helada,,Nevada,"25,2 kg","1,3 m",77,59,50,67,63,46
0699,Aurorus,Tipo roca,Tipo hielo,Piel helada,,Nevada,"225,0 kg","2,7 m",123,77,72,99,92,58
0700,Sylveon,Tipo hada,,Gran encanto,,Piel feérica,"23,5 kg","1,0 m",95,65,65,110,130,60
0701,Hawlucha,Tipo lucha,Tipo volador,Flexibilidad,Liviano,Rompemoldes,"21,5 kg","0,8 m",78,92,75,74,63,118
0702,Dedenne,Tipo eléctrico,Tipo hada,Carrillo,Recogida,Más,"2,2 kg","0,2 m",67,58,57,81,67,101
0703,Carbink,Tipo roca,Tipo hada,Cuerpo puro,,Robustez,"5,7 kg","0,3 m",50,50,150,50,150,50
0704,Goomy,Tipo dragón,,Herbívoro,Hidratación,Baba,"2,8 kg","0,3 m",45,50,35,55,75,40
0705,Sliggoo,Tipo dragón,,Herbívoro,Hidratación,Baba,"17,5 kg","0,8 m",68,75,53,83,113,60
0705,Sliggoo de Hisui,Tipo acero,Tipo dragón,Herbívoro,Caparazón,Baba,"68,5 kg","0,7 m",58,75,83,83,113,40
0706,Goodra,Tipo dragón,,Herbívoro,Hidratación,Baba,"150,5 kg","2,0 m",90,100,70,110,150,80
0706,Goodra de Hisui,Tipo acero,Tipo dragón,Herbívoro,Caparazón,Baba,"334,1 kg","1,7 m",80,100,100,110,150,60
0707,Klefki,Tipo acero,Tipo hada,Bromista,,Prestidigitador,"3,0 kg","0,2 m",57,80,91,80,87,75
0708,Phantump,Tipo fantasma,Tipo planta,Cura natural,Cacheo,Cosecha,"7,0 kg","0,4 m",43,70,48,50,60,38
0709,Trevenant,Tipo fantasma,Tipo planta,Cura natural,Cacheo,Cosecha,"71,0 kg","1,5 m",85,110,76,65,82,56
0710,Pumpkaboo,Tipo fantasma,Tipo planta,Recogida,Cacheo,Insomnio,"3,5 kgTp5,0 kgTn7,5 kgTg15,0 kgTe","0,3 mTp0,4 mTn0,5 mTg0,8 mTe",44,66,70,44,55,56
0711,Gourgeist,Tipo fantasma,Tipo planta,Recogida,Cacheo,Insomnio,"9,5 kgTp12,5 kgTn14,0 kgTg39,0 kgTe","0,7 mTp0,9 mTn1,1 mTg1,7 mTe",55,85,122,58,75,99
0712,Bergmite,Tipo hielo,,Ritmo propio,Gélido,Robustez,"99,5 kg","1,0 m",55,69,85,32,35,28
0713,Avalugg,Tipo hielo,,Ritmo propio,Gélido,Robustez,"505,0 kg","2,0 m",95,117,184,44,46,28
0713,Avalugg de Hisui,Tipo hielo,Tipo roca,Mandíbula fuerte,Gélido,Robustez,"262,4 kg","1,4 m",95,127,184,34,36,38
0714,Noibat,Tipo volador,Tipo dragón,Cacheo,Allanamiento,Telepatía,"8,0 kg","0,5 m",40,30,35,45,40,55
0715,Noivern,Tipo volador,Tipo dragón,Cacheo,Allanamiento,Telepatía,"85,0 kg","1,5 m",85,70,80,97,80,123
0716,Xerneas,Tipo hada,,Aura feérica,,,"215,0 kg","3,0 m",126,131,95,131,98,99
0717,Yveltal,Tipo siniestro,Tipo volador,Aura oscura,,,"203,0 kg","5,8 m",126,131,95,131,98,99
0718,Zygarde,Tipo dragón,Tipo tierra,Rompeaura,Agrupamiento,,"33,5 kg10%305,0 kg50%610,0 kgFC","1,2 m10%5,0 m50%4,5 mFC",54,100,71,61,85,115
0719,Diancie,Tipo roca,Tipo hada,Cuerpo puro,,,"8,8 kg","0,7 m",50,100,150,100,150,50
0720,Hoopa,Tipo psíquico,Tipo fantasma,Prestidigitador,,,9 kgC490 kgD,"0,5 mC6,5 mD",80,110,60,150,130,70
0721,Volcanion,Tipo fuego,Tipo agua,Absorbe agua,,,"195,0 kg","1,7 m",80,110,120,130,90,70
0722,Rowlet,Tipo planta,Tipo volador,Espesura,,Remoto,"1,5 kg","0,3 m",68,55,55,50,50,42
0723,Dartrix,Tipo planta,Tipo volador,Espesura,,Remoto,"16,0 kg","0,7 m",78,75,75,70,70,52
0724,Decidueye,Tipo planta,Tipo fantasma,Espesura,,Remoto,"36,6 kg","1,6 m",78,107,75,100,100,70
0724,Decidueye de Hisui,Tipo planta,Tipo lucha,Espesura,,Intrépido1,"37,0 kg","1,6 m",88,112,80,95,95,60
0725,Litten,Tipo fuego,,Mar llamas,,Intimidación,"4,3 kg","0,4 m",45,65,40,60,40,70
0726,Torracat,Tipo fuego,,Mar llamas,,Intimidación,"25,0 kg","0,7 m",65,85,50,80,50,90
0727,Incineroar,Tipo fuego,Tipo siniestro,Mar llamas,,Intimidación,"83,0 kg","1,8 m",95,115,90,80,90,60
0728,Popplio,Tipo agua,,Torrente,,Voz fluida,"7,5 kg","0,4 m",50,54,54,66,56,40
0729,Brionne,Tipo agua,,Torrente,,Voz fluida,"17,5 kg","0,6 m",60,69,69,91,81,50
0730,Primarina,Tipo agua,Tipo hada,Torrente,,Voz fluida,"44,0 kg","1,8 m",80,74,74,126,116,60
0731,Pikipek,Tipo normal,Tipo volador,Vista lince,Encadenado,Recogida,"1,2 kg","0,3 m",35,75,30,30,30,65
0732,Trumbeak,Tipo normal,Tipo volador,Vista lince,Encadenado,Recogida,"14,8 kg","0,6 m",55,85,50,40,50,75
0733,Toucannon,Tipo normal,Tipo volador,Vista lince,Encadenado,Potencia bruta,"26,0 kg","1,1 m",80,120,75,75,75,60
0734,Yungoos,Tipo normal,,Vigilante,Mandíbula fuerte,Adaptable,"6,0 kg","0,4 m",48,70,30,30,30,45
0735,Gumshoos,Tipo normal,,Vigilante,Mandíbula fuerte,Adaptable,"14,2 kg","0,7 m",88,110,60,55,60,45
0736,Grubbin,Tipo bicho,,Enjambre,,,"4,4 kg","0,4 m",47,62,45,55,45,46
0737,Charjabug,Tipo bicho,Tipo eléctrico,Batería,,,"10,5 kg","0,5 m",57,82,95,55,75,36
0738,Vikavolt,Tipo bicho,Tipo eléctrico,Levitación,,,"45,0 kg","1,5 m",77,70,90,145,75,43
0739,Crabrawler,Tipo lucha,,Corte fuerte,Puño férreo,Irascible,"7,0 kg","0,6 m",47,82,57,42,47,63
0740,Crabominable,Tipo lucha,Tipo hielo,Corte fuerte,Puño férreo,Irascible,"180,0 kg","1,7 m",97,132,77,62,67,43
0741,Oricorio,Tipo fuego,Tipo volador,Pareja de baile,,,"3,4 kg","0,6 m",75,70,70,98,70,93
0742,Cutiefly,Tipo bicho,Tipo hada,Recogemiel,Polvo escudo,Velo dulce,"0,2 kg","0,1 m",40,45,40,55,40,84
0743,Ribombee,Tipo bicho,Tipo hada,Recogemiel,Polvo escudo,Velo dulce,"0,5 kg","0,2 m",60,55,60,95,70,124
0744,Rockruff,Tipo roca,,Vista lince,Espíritu vital,Impasible Ritmo propio,"9,2 kg","0,5 m",45,65,40,30,40,60
0745,Lycanroc,Tipo roca,,Vista lince,Ímpetu arena,ImpasibleFDIndefensoFN,"25,0 kg","0,8 mFD FC1,1 mFN",75,115,65,55,65,112
0746,Wishiwashi,Tipo agua,,Banco,,,"0,3 kgFI78,6 kgFB","0,2 mFI8,2 mFB",45,20,20,25,25,40
0747,Mareanie,Tipo veneno,Tipo agua,Ensañamiento,Flexibilidad,Regeneración,"8,0 kg","0,4 m",50,53,62,43,52,45
0748,Toxapex,Tipo veneno,Tipo agua,Ensañamiento,Flexibilidad,Regeneración,"14,5 kg","0,7 m",50,63,152,53,142,35
0749,Mudbray,Tipo tierra,,Ritmo propio,Firmeza,Fuerza mental,"110,0 kg","1,0 m",70,100,70,45,55,45
0750,Mudsdale,Tipo tierra,,Ritmo propio,Firmeza,Fuerza mental,"920,0 kg","2,5 m",100,125,100,55,85,35
0751,Dewpider,Tipo agua,Tipo bicho,Pompa,,Absorbe agua,"4,0 kg","0,3 m",38,40,52,40,72,27
0752,Araquanid,Tipo agua,Tipo bicho,Pompa,,Absorbe agua,"82,0 kg","1,8 m",68,70,92,50,132,42
0753,Fomantis,Tipo planta,,Defensa hoja,,Respondón,"1,5 kg","0,3 m",40,55,35,50,35,35
0754,Lurantis,Tipo planta,,Defensa hoja,,Respondón,"18,5 kg","0,9 m",70,105,90,80,90,45
0755,Morelull,Tipo planta,Tipo hada,Iluminación,Efecto espora,Cura lluvia,"1,5 kg","0,2 m",40,35,55,65,75,15
0756,Shiinotic,Tipo planta,Tipo hada,Iluminación,Efecto espora,Cura lluvia,"11,5 kg","1,0 m",60,45,80,90,100,30
0757,Salandit,Tipo veneno,Tipo fuego,Corrosión,,Despiste,"4,8 kg","0,6 m",48,44,40,71,40,77
0758,Salazzle,Tipo veneno,Tipo fuego,Corrosión,,Despiste,"22,2 kg","1,2 m",68,64,60,111,60,117
0759,Stufful,Tipo normal,Tipo lucha,Peluche,Zoquete,Gran encanto,"6,8 kg","0,5 m",70,75,50,45,50,50
0760,Bewear,Tipo normal,Tipo lucha,Peluche,Zoquete,Nerviosismo,"135,0 kg","2,1 m",120,125,80,55,60,60
0761,Bounsweet,Tipo planta,,Defensa hoja,Despiste,Velo dulce,"3,2 kg","0,3 m",42,30,38,30,38,32
0762,Steenee,Tipo planta,,Defensa hoja,Despiste,Velo dulce,"8,2 kg","0,7 m",52,40,48,40,48,62
0763,Tsareena,Tipo planta,,Defensa hoja,Regia presencia,Velo dulce,"21,4 kg","1,2 m",72,120,98,50,98,72
0764,Comfey,Tipo hada,,Velo flor,Primer auxilio,Cura natural,"0,3 kg","0,1 m",51,52,90,82,110,100
0765,Oranguru,Tipo normal,Tipo psíquico,Fuerza mental,Telepatía,Simbiosis,"76,0 kg","1,5 m",90,60,80,90,110,60
0766,Passimian,Tipo lucha,,Receptor,,Competitivo,"82,8 kg","2,0 m",100,120,90,40,60,80
0767,Wimpod,Tipo bicho,Tipo agua,Huida,,,"12,0 kg","0,5 m",25,35,40,20,30,80
0768,Golisopod,Tipo bicho,Tipo agua,Retirada,,,"108,0 kg","2,0 m",75,125,140,60,90,40
0769,Sandygast,Tipo fantasma,Tipo tierra,Hidrorrefuerzo,,Velo arena,"70,0 kg","0,5 m",55,55,80,70,45,15
0770,Palossand,Tipo fantasma,Tipo tierra,Hidrorrefuerzo,,Velo arena,"250,0 kg","1,3 m",85,75,110,100,75,35
0771,Pyukumuku,Tipo agua,,Revés,,Ignorante,"1,2 kg","0,3 m",55,60,130,30,130,5
0772,Código Cero,Tipo normal,,Armadura batalla,,,"120,5 kg","1,9 m",95,95,95,95,95,59
0773,Silvally,Tipo normal,,Sistema alfa,,,"100,5 kg","2,3 m",95,95,95,95,95,95
0774,Minior,Tipo roca,Tipo volador,Escudo limitado,,,"40,0 kgFM0,3 kgFN","0,3 m",60,60,100,60,100,60
0775,Komala,Tipo normal,,Letargo perenne,,,"19,9 kg","0,4 m",65,115,65,75,95,65
0776,Turtonator,Tipo fuego,Tipo dragón,Caparazón,,,"212,0 kg","2,0 m",60,78,135,91,85,36
0777,Togedemaru,Tipo eléctrico,Tipo acero,Punta acero,Pararrayos,Robustez,"3,3 kg","0,3 m",65,98,63,40,73,96
0778,Mimikyu,Tipo fantasma,Tipo hada,Disfraz,,,"0,7 kg","0,2 m",55,90,80,50,105,96
0779,Bruxish,Tipo agua,Tipo psíquico,Cuerpo vívido,Mandíbula fuerte,Piel milagro,"19,0 kg","0,9 m",68,105,70,70,70,92
0780,Drampa,Tipo normal,Tipo dragón,Cólera,Herbívoro,Aclimatación,"185,0 kg","3,0 m",78,60,85,135,91,36
0781,Dhelmise,Tipo fantasma,Tipo planta,Acero templado,,,"210,0 kg","3,9 m",70,131,100,86,90,40
0782,Jangmo-o,Tipo dragón,,Antibalas,Insonorizar,Funda,"29,7 kg","0,6 m",45,55,65,45,45,45
0783,Hakamo-o,Tipo dragón,Tipo lucha,Antibalas,Insonorizar,Funda,"47,0 kg","1,2 m",55,75,90,65,70,65
0784,Kommo-o,Tipo dragón,Tipo lucha,Antibalas,Insonorizar,Funda,"78,2 kg","1,6 m",75,110,125,100,105,85
0785,Tapu Koko,Tipo eléctrico,Tipo hada,Electrogénesis,,Telepatía,"20,5 kg","1,8 m",70,115,85,95,75,130
0786,Tapu Lele,Tipo psíquico,Tipo hada,Psicogénesis,,Telepatía,"18,6 kg","1,2 m",70,85,75,130,115,95
0787,Tapu Bulu,Tipo planta,Tipo hada,Herbogénesis,,Telepatía,"45,5 kg","1,9 m",70,130,115,85,95,75
0788,Tapu Fini,Tipo agua,Tipo hada,Nebulogénesis,,Telepatía,"21,2 kg","1,3 m",70,75,115,95,130,85
0789,Cosmog,Tipo psíquico,,Ignorante,,,"0,1 kg","0,2 m",43,29,31,29,31,37
0790,Cosmoem,Tipo psíquico,,Robustez,,,"999,9 kg","0,1 m",43,29,131,29,131,37
0791,Solgaleo,Tipo psíquico,Tipo acero,Guardia metálica,,,"230,0 kg","3,4 m",137,137,107,113,89,97
0792,Lunala,Tipo psíquico,Tipo fantasma,Guardia espectro,,,"120,0 kg","4,0 m",137,113,89,137,107,97
0793,Nihilego,Tipo roca,Tipo veneno,Ultraimpulso,,,"55,5 kg","1,2 m",109,53,47,127,131,103
0794,Buzzwole,Tipo bicho,Tipo lucha,Ultraimpulso,,,"333,6 kg","2,4 m",107,139,139,53,53,79
0795,Pheromosa,Tipo bicho,Tipo lucha,Ultraimpulso,,,"25,0 kg","1,8 m",71,137,37,137,37,151
0796,Xurkitree,Tipo eléctrico,,Ultraimpulso,,,"100,0 kg","3,8 m",83,89,71,173,71,83
0797,Celesteela,Tipo acero,Tipo volador,Ultraimpulso,,,"999,9 kg","9,2 m",97,101,103,107,101,61
0798,Kartana,Tipo planta,Tipo acero,Ultraimpulso,,,"0,1 kg","0,3 m",59,181,131,59,31,109
0799,Guzzlord,Tipo siniestro,Tipo dragón,Ultraimpulso,,,"888,0 kg","5,5 m",223,101,53,97,53,43
0800,Necrozma,Tipo psíquico,,Armadura prisma,Fuerza cerebral,,"230,0 kgN460,0 kgMC350,0 kgAA230,0 kgUN","2,4 mN3,8 mMC4,2 mAA7,5 mUN",97,107,101,127,89,79
0801,Magearna,Tipo acero,Tipo hada,Coránima,,,"80,5 kg","1,0 m",80,95,115,130,115,65
0802,Marshadow,Tipo lucha,Tipo fantasma,Experto,,,"22,2 kg","0,7 m",90,125,80,90,90,125
0803,Poipole,Tipo veneno,,Ultraimpulso,,,"1,8 kg","0,6 m",67,73,67,73,67,73
0804,Naganadel,Tipo veneno,Tipo dragón,Ultraimpulso,,,"150,0 kg","3,6 m",73,73,73,127,73,121
0805,Stakataka,Tipo roca,Tipo acero,Ultraimpulso,,,"820,0 kg","5,5 m",61,131,211,53,101,13
0806,Blacephalon,Tipo fuego,Tipo fantasma,Ultraimpulso,,,"13,0 kg","1,8 m",53,127,53,151,79,107
0807,Zeraora,Tipo eléctrico,,Absorbe electricidad,,,"44,5 kg","1,5 m",88,112,75,102,80,143
0808,Meltan,Tipo acero,,Imán,,,"8,0 kg","0,2 m",46,65,65,55,35,34
0809,Melmetal,Tipo acero,,Puño férreo,,,"800,0 kg","2,5 m",135,143,143,80,65,34
0810,Grookey,Tipo planta,,Espesura,,Herbogénesis,"5,0 kg","0,3 m",50,65,50,40,40,65
0811,Thwackey,Tipo planta,,Espesura,,Herbogénesis,"14,0 kg","0,7 m",70,85,70,55,60,80
0812,Rillaboom,Tipo planta,,Espesura,,Herbogénesis,"90,0 kg","2,1 m",100,125,90,60,70,85
0813,Scorbunny,Tipo fuego,,Mar llamas,,Líbero,"4,5 kg","0,3 m",50,71,40,40,40,69
0814,Raboot,Tipo fuego,,Mar llamas,,Líbero,"9,0 kg","0,6 m",65,86,60,55,60,94
0815,Cinderace,Tipo fuego,,Mar llamas,,Líbero,"33,0 kg","1,4 m",80,116,75,65,75,119
0816,Sobble,Tipo agua,,Torrente,,Francotirador,"4,0 kg","0,3 m",50,40,40,70,40,70
0817,Drizzile,Tipo agua,,Torrente,,Francotirador,"11,5 kg","0,7 m",65,60,55,95,55,90
